day,hour,minute,temperature_C,power_W,pmv,ai_setpoint_C
190,10,15,25.5,2989654.76,0.75,26.0
190,10,25,25.96,2866493.09,0.98,26.0
190,10,35,26.0,2954485.08,1.0,26.0
190,10,45,26.0,2980258.13,1.0,26.0
190,10,55,26.0,2998091.05,1.0,26.0
190,10,65,26.0,3019516.25,1.0,26.0
190,11,15,26.0,2873893.72,1.0,25.5
190,11,25,25.54,2991773.61,0.77,25.5
190,11,35,25.5,2944123.53,0.75,25.5
190,11,43,25.5,2935537.06,0.75,25.5
190,11,53,25.5,2935981.45,0.75,25.5
190,11,62,25.5,2936228.92,0.75,25.5
190,12,12,25.5,3106764.39,0.75,26.0
190,12,22,25.96,2992508.04,0.98,26.0
190,12,32,26.0,3083807.67,1.0,26.0
190,12,42,26.0,3106399.36,1.0,26.0
190,12,53,26.0,3126062.49,1.0,26.0
190,12,63,26.0,3148054.98,1.0,26.0
190,13,15,26.0,3164566.39,1.0,25.5
190,13,25,25.54,3308493.78,0.77,25.5
190,13,30,25.5,3283432.52,0.75,25.5
190,13,40,25.5,3295042.01,0.75,25.5
190,13,50,25.5,3309466.65,0.75,25.5
190,13,60,25.5,3324876.89,0.75,25.5
190,14,10,25.5,3329269.24,0.75,26.0
190,14,25,25.96,3190757.77,0.98,26.0
190,14,30,26.0,3255415.82,1.0,26.0
190,14,40,26.0,3262903.73,1.0,26.0
190,14,55,26.0,3264870.95,1.0,26.0
190,14,65,26.0,3266313.54,1.0,26.0
190,15,13,26.0,3257321.53,1.0,25.5
190,15,23,25.52,3375950.14,0.76,25.5
190,15,33,25.5,3316329.41,0.75,25.5
190,15,43,25.5,3298497.19,0.75,25.5
190,15,53,25.5,3283129.39,0.75,25.5
190,15,63,25.5,3267932.1,0.75,25.5
190,16,13,25.5,2854752.22,0.75,26.0
190,16,23,25.94,2665711.78,0.97,26.0
190,16,33,26.0,2693832.49,1.0,26.0
190,16,43,26.0,2668905.07,1.0,26.0
190,16,53,26.0,2644388.1,1.0,26.0
190,16,63,26.0,2621709.97,1.0,26.0
190,17,13,26.0,2460663.54,1.0,25.5
190,17,23,25.52,2524058.51,0.76,25.5
190,17,33,25.5,2422244.54,0.75,25.5
190,17,43,25.5,2372740.12,0.75,25.5
190,17,53,25.5,2319407.03,0.75,25.5
190,17,63,25.5,2270285.33,0.75,25.5
190,18,13,25.5,2217658.07,0.75,26.0
190,18,23,25.74,2095593.47,0.87,26.0
190,18,33,25.93,2052222.92,0.96,26.0
190,18,43,26.0,2012151.61,1.0,26.0
190,18,53,26.01,1977590.42,1.0,26.0
190,18,63,25.99,1943515.14,0.99,26.0
190,19,13,25.94,1896957.51,0.97,28.0
190,19,23,25.88,1863800.01,0.94,28.0
190,19,33,25.83,1829781.23,0.92,28.0
190,19,43,25.79,1804971.47,0.89,28.0
190,19,53,25.74,1783636.15,0.87,28.0
190,19,65,25.7,1764400.76,0.85,28.0
190,20,15,25.65,1742196.41,0.82,28.0
190,20,25,25.59,1721426.62,0.8,28.0
190,20,35,25.53,1701778.13,0.77,28.0
190,20,45,25.47,1682991.73,0.74,28.0
190,20,55,25.41,1664874.73,0.71,28.0
190,20,65,25.35,1647278.18,0.68,28.0
190,21,13,25.25,0.0,0.62,28.0
190,21,25,25.14,0.0,0.57,28.0
190,21,35,25.08,0.0,0.54,28.0
190,21,45,25.03,0.0,0.51,28.0
190,21,55,24.98,0.0,0.49,28.0
190,21,65,24.95,0.0,0.47,28.0
190,22,15,24.91,0.0,0.45,28.0
190,22,25,24.87,0.0,0.44,28.0
190,22,35,24.84,0.0,0.42,28.0
190,22,40,24.81,0.0,0.41,28.0
190,22,50,24.79,0.0,0.39,28.0
190,22,60,24.76,0.0,0.38,28.0
190,23,10,24.72,0.0,0.36,28.0
190,23,25,24.69,0.0,0.35,28.0
190,23,35,24.66,0.0,0.33,28.0
190,23,45,24.63,0.0,0.31,28.0
190,23,55,24.6,0.0,0.3,28.0
190,23,65,24.57,0.0,0.28,28.0
191,0,15,24.54,0.0,0.27,28.0
191,0,20,24.53,0.0,0.26,28.0
191,0,30,24.51,0.0,0.26,28.0
191,0,40,24.5,0.0,0.25,28.0
191,0,50,24.49,0.0,0.24,28.0
191,0,60,24.48,0.0,0.24,28.0
191,1,10,24.47,0.0,0.23,28.0
191,1,20,24.46,0.0,0.23,28.0
191,1,30,24.45,0.0,0.23,28.0
191,1,40,24.44,0.0,0.22,28.0
191,1,50,24.43,0.0,0.22,28.0
191,1,60,24.43,0.0,0.21,28.0
191,2,10,24.41,0.0,0.21,28.0
191,2,20,24.39,0.0,0.2,28.0
191,2,30,24.37,0.0,0.18,28.0
191,2,40,24.35,0.0,0.17,28.0
191,2,50,24.33,0.0,0.16,28.0
191,2,60,24.3,0.0,0.15,28.0
191,3,10,24.29,0.0,0.14,28.0
191,3,20,24.28,0.0,0.14,28.0
191,3,30,24.27,0.0,0.13,28.0
191,3,40,24.26,0.0,0.13,28.0
191,3,50,24.25,0.0,0.12,28.0
191,3,60,24.24,0.0,0.12,28.0
191,4,10,24.24,0.0,0.12,28.0
191,4,20,24.24,0.0,0.12,28.0
191,4,30,24.24,0.0,0.12,28.0
191,4,40,24.24,0.0,0.12,28.0
191,4,55,24.24,0.0,0.12,28.0
191,4,65,24.23,0.0,0.12,28.0
191,5,13,24.69,1665403.24,0.34,28.0
191,5,25,25.11,1677759.34,0.56,28.0
191,5,35,25.28,1674124.25,0.64,28.0
191,5,45,25.39,1675545.12,0.7,28.0
191,5,55,25.46,1683030.81,0.73,28.0
191,5,65,25.5,1690968.74,0.75,28.0
191,6,15,25.21,1538078.71,0.61,28.0
191,6,23,25.08,1571319.32,0.54,28.0
191,6,33,25.04,1601215.77,0.52,28.0
191,6,43,25.05,1632736.49,0.52,28.0
191,6,53,25.08,1666562.56,0.54,28.0
191,6,63,25.12,1701819.72,0.56,28.0
191,7,13,25.59,2097152.46,0.8,26.0
191,7,23,25.94,2168398.27,0.97,26.0
191,7,33,26.0,2269534.45,1.0,26.0
191,7,43,26.0,2344329.73,1.0,26.0
191,7,53,26.0,2408397.56,1.0,26.0
191,7,63,26.0,2466714.41,1.0,26.0
191,8,13,26.0,2526166.9,1.0,25.5
191,8,25,25.54,2733240.98,0.77,25.5
191,8,35,25.5,2715738.24,0.75,25.5
191,8,45,25.5,2764301.09,0.75,25.5
191,8,55,25.5,2815321.02,0.75,25.5
191,8,65,25.5,2867140.28,0.75,25.5
191,9,15,25.5,2908603.34,0.75,26.0
191,9,25,25.96,2810405.98,0.98,26.0
191,9,35,26.0,2912232.71,1.0,26.0
191,9,45,26.0,2953616.57,1.0,26.0
191,9,55,26.0,2989931.25,1.0,26.0
191,9,60,26.0,3024550.25,1.0,26.0
191,10,10,26.0,3027191.58,1.0,25.5
191,10,25,25.54,3178277.08,0.77,25.5
191,10,30,25.5,3103357.94,0.75,25.5
191,10,40,25.5,3091211.96,0.75,25.5
191,10,50,25.5,3078531.07,0.75,25.5
191,10,60,25.5,3065173.7,0.75,25.5
191,11,10,25.5,2887344.77,0.75,26.0
191,11,25,25.96,2716819.92,0.98,26.0
191,11,30,26.0,2778299.72,1.0,26.0
191,11,40,26.0,2779612.55,1.0,26.0
191,11,50,26.0,2783902.33,1.0,26.0
191,11,60,26.0,2790355.69,1.0,26.0
191,12,10,26.0,3012906.69,1.0,25.5
191,12,25,25.54,3229669.37,0.77,25.5
191,12,35,25.5,3228728.97,0.75,25.5
191,12,45,25.5,3284873.38,0.75,25.5
191,12,55,25.5,3342340.74,0.75,25.5
191,12,65,25.5,3400026.59,0.75,25.5
191,13,15,25.5,3411542.02,0.75,26.0
191,13,25,25.96,3257563.17,0.98,26.0
191,13,35,26.0,3344091.26,1.0,26.0
191,13,45,26.0,3345043.87,1.0,26.0
191,13,50,26.0,3339092.84,1.0,26.0
191,13,60,26.0,3329034.46,1.0,26.0
191,14,10,26.0,3313523.27,1.0,25.5
191,14,25,25.54,3434926.07,0.77,25.5
191,14,35,25.5,3375022.12,0.75,25.5
191,14,45,25.5,3361480.84,0.75,25.5
191,14,55,25.5,3353889.14,0.75,25.5
191,14,65,25.5,3348551.5,0.75,25.5
191,15,15,25.5,3302030.35,0.75,26.0
191,15,25,25.96,3092504.56,0.98,26.0
191,15,35,26.0,3119227.07,1.0,26.0
191,15,45,26.0,3080136.82,1.0,26.0
191,15,55,26.0,3040194.53,1.0,26.0
191,15,65,26.0,3000087.98,1.0,26.0
191,16,15,26.0,2523162.86,1.0,25.5
191,16,25,25.54,2612522.56,0.77,25.5
191,16,30,25.5,2515819.39,0.75,25.5
191,16,40,25.5,2476329.45,0.75,25.5
191,16,50,25.5,2440877.2,0.75,25.5
191,16,60,25.5,2407957.76,0.75,25.5
191,17,10,25.5,2240727.13,0.75,26.0
191,17,25,25.71,2132731.18,0.85,26.0
191,17,35,25.85,2108895.18,0.93,26.0
191,17,45,25.92,2084063.36,0.96,26.0
191,17,55,25.94,2067163.11,0.97,26.0
191,17,65,25.94,2051351.35,0.97,26.0
191,18,15,25.95,2043745.84,0.97,26.5
191,18,25,25.95,2036902.03,0.97,26.5
191,18,35,25.95,2030625.48,0.97,26.5
191,18,45,25.95,2027450.64,0.98,26.5
191,18,55,25.95,2025648.79,0.98,26.5
191,18,60,25.96,2024353.0,0.98,26.5
191,19,10,25.92,1988924.33,0.96,28.0
191,19,20,25.89,1970822.94,0.95,28.0
191,19,35,25.87,1950993.47,0.93,28.0
191,19,45,25.84,1936956.45,0.92,28.0
191,19,50,25.81,1925249.43,0.91,28.0
191,19,60,25.79,1914807.96,0.89,28.0
191,20,10,25.77,1911093.59,0.89,28.0
191,20,20,25.76,1907786.61,0.88,28.0
191,20,30,25.75,1904747.41,0.87,28.0
191,20,40,25.73,1901917.26,0.87,28.0
191,20,50,25.73,1899250.01,0.86,28.0
191,20,60,25.72,1896708.63,0.86,28.0
191,21,15,25.54,0.0,0.77,28.0
191,21,20,25.4,0.0,0.7,28.0
191,21,30,25.35,0.0,0.68,28.0
191,21,40,25.33,0.0,0.66,28.0
191,21,50,25.31,0.0,0.66,28.0
191,21,60,25.31,0.0,0.65,28.0
191,22,10,25.28,0.0,0.64,28.0
191,22,20,25.26,0.0,0.63,28.0
191,22,30,25.24,0.0,0.62,28.0
191,22,40,25.22,0.0,0.61,28.0
191,22,50,25.2,0.0,0.6,28.0
191,22,60,25.18,0.0,0.59,28.0
191,23,10,25.14,0.0,0.57,28.0
191,23,20,25.11,0.0,0.56,28.0
191,23,30,25.09,0.0,0.54,28.0
191,23,40,25.07,0.0,0.53,28.0
191,23,50,25.05,0.0,0.52,28.0
191,23,60,25.03,0.0,0.51,28.0
192,0,10,25.01,0.0,0.5,28.0
192,0,20,25.0,0.0,0.5,28.0
192,0,30,24.98,0.0,0.49,28.0
192,0,40,24.97,0.0,0.49,28.0
192,0,50,24.96,0.0,0.48,28.0
192,0,60,24.95,0.0,0.48,28.0
192,1,10,24.94,0.0,0.47,28.0
192,1,20,24.93,0.0,0.47,28.0
192,1,30,24.92,0.0,0.46,28.0
192,1,40,24.92,0.0,0.46,28.0
192,1,50,24.91,0.0,0.45,28.0
192,1,60,24.9,0.0,0.45,28.0
192,2,10,24.89,0.0,0.44,28.0
192,2,20,24.88,0.0,0.44,28.0
192,2,30,24.87,0.0,0.44,28.0
192,2,40,24.86,0.0,0.43,28.0
192,2,50,24.86,0.0,0.43,28.0
192,2,60,24.85,0.0,0.42,28.0
192,3,10,24.84,0.0,0.42,28.0
192,3,20,24.83,0.0,0.42,28.0
192,3,30,24.82,0.0,0.41,28.0
192,3,40,24.81,0.0,0.41,28.0
192,3,50,24.81,0.0,0.4,28.0
192,3,60,24.8,0.0,0.4,28.0
192,4,10,24.8,0.0,0.4,28.0
192,4,20,24.8,0.0,0.4,28.0
192,4,30,24.8,0.0,0.4,28.0
192,4,40,24.8,0.0,0.4,28.0
192,4,50,24.79,0.0,0.4,28.0
192,4,60,24.79,0.0,0.4,28.0
192,5,13,25.18,2273863.0,0.59,28.0
192,5,20,25.45,2050453.13,0.72,28.0
192,5,30,25.52,2014481.28,0.76,28.0
192,5,40,25.59,1982444.05,0.8,28.0
192,5,50,25.64,1967684.75,0.82,28.0
192,5,60,25.66,1955850.97,0.83,28.0
192,6,10,25.73,1874738.95,0.87,28.0
192,6,25,25.55,1891933.38,0.78,28.0
192,6,35,25.47,1905922.04,0.74,28.0
192,6,45,25.45,1919655.01,0.73,28.0
192,6,55,25.45,1933404.31,0.73,28.0
192,6,65,25.46,1947106.49,0.73,28.0
192,7,15,25.92,2424523.44,0.96,26.5
192,7,25,26.21,2476323.26,1.1,26.5
192,7,35,26.38,2511616.52,1.19,26.5
192,7,45,26.49,2546571.62,1.25,26.5
192,7,55,26.5,2608690.66,1.25,26.5
192,7,60,26.5,2653122.86,1.25,26.5
192,8,10,26.5,2677206.72,1.25,25.5
192,8,23,25.53,3099551.66,0.77,25.5
192,8,30,25.5,2917788.01,0.75,25.5
192,8,40,25.5,2915663.28,0.75,25.5
192,8,50,25.5,2918419.65,0.75,25.5
192,8,60,25.5,2922385.95,0.75,25.5
192,9,10,25.5,2936468.02,0.75,26.0
192,9,25,25.96,2789199.9,0.98,26.0
192,9,30,26.0,2885854.37,1.0,26.0
192,9,40,26.0,2908631.78,1.0,26.0
192,9,50,26.0,2929949.54,1.0,26.0
192,9,60,26.0,2950841.45,1.0,26.0
192,10,10,26.0,2964816.63,1.0,25.5
192,10,25,25.54,3133200.89,0.77,25.5
192,10,35,25.5,3077396.83,0.75,25.5
192,10,45,25.5,3093646.19,0.75,25.5
192,10,55,25.5,3115579.82,0.75,25.5
192,10,65,25.5,3140001.11,0.75,25.5
192,11,13,25.5,2996188.72,0.75,26.0
192,11,23,25.96,2855423.68,0.98,26.0
192,11,33,26.0,2971429.18,1.0,26.0
192,11,43,26.0,2995331.67,1.0,26.0
192,11,55,26.0,3014356.25,1.0,26.0
192,11,65,26.0,3031243.21,1.0,26.0
192,12,15,26.0,3223100.1,1.0,25.5
192,12,25,25.54,3394103.18,0.77,25.5
192,12,35,25.5,3364246.16,0.75,25.5
192,12,45,25.5,3379187.97,0.75,25.5
192,12,55,25.5,3396610.67,0.75,25.5
192,12,65,25.5,3414467.47,0.75,25.5
192,13,15,25.5,3431713.88,0.75,26.0
192,13,25,25.96,3276218.16,0.98,26.0
192,13,30,26.0,3370740.56,1.0,26.0
192,13,40,26.0,3391060.74,1.0,26.0
192,13,50,26.0,3410087.11,1.0,26.0
192,13,60,26.0,3425852.0,1.0,26.0
192,14,10,26.0,3441191.06,1.0,25.5
192,14,25,25.54,3609033.96,0.77,25.5
192,14,30,25.5,3575932.48,0.75,25.5
192,14,40,25.5,3590759.31,0.75,25.5
192,14,50,25.5,3609923.31,0.75,25.5
192,14,60,25.5,3633936.33,0.75,25.5
192,15,10,25.5,3672763.06,0.75,26.0
192,15,25,25.96,3538460.14,0.98,26.0
192,15,35,26.0,3649671.74,1.0,26.0
192,15,40,26.0,3689399.32,1.0,26.0
192,15,50,26.0,3722226.68,1.0,26.0
192,15,60,26.0,3753520.57,1.0,26.0
192,16,10,26.0,3250311.91,1.0,25.5
192,16,25,25.54,3355158.08,0.77,25.5
192,16,30,25.5,3271930.06,0.75,25.5
192,16,40,25.5,3236514.03,0.75,25.5
192,16,55,25.5,3205733.91,0.75,25.5
192,16,65,25.5,3177684.79,0.75,25.5
192,17,15,25.5,2992741.37,0.75,26.0
192,17,25,25.95,2785128.97,0.97,26.0
192,17,35,25.99,2832609.06,1.0,26.0
192,17,43,26.0,2808255.26,1.0,26.0
192,17,53,26.0,2781161.96,1.0,26.0
192,17,63,26.0,2752611.72,1.0,26.0
192,18,13,26.0,2714235.92,1.0,25.5
192,18,23,25.52,2850951.13,0.76,25.5
192,18,33,25.5,2709290.18,0.75,25.5
192,18,43,25.5,2674501.65,0.75,25.5
192,18,55,25.5,2645714.08,0.75,25.5
192,18,65,25.5,2619706.84,0.75,25.5
192,19,15,25.5,2554563.08,0.75,28.0
192,19,25,25.89,2371860.44,0.95,28.0
192,19,35,26.1,2335554.44,1.05,28.0
192,19,45,26.19,2304332.75,1.09,28.0
192,19,55,26.22,2285727.94,1.11,28.0
192,19,65,26.23,2268576.5,1.11,28.0
192,20,15,26.23,2258212.96,1.11,28.0
192,20,25,26.22,2249508.47,1.11,28.0
192,20,30,26.22,2241795.99,1.11,28.0
192,20,40,26.21,2235155.77,1.1,28.0
192,20,50,26.2,2229319.85,1.1,28.0
192,20,60,26.19,2224137.48,1.1,28.0
192,21,13,25.96,0.0,0.98,28.0
192,21,20,25.77,0.0,0.89,28.0
192,21,30,25.71,0.0,0.86,28.0
192,21,40,25.68,0.0,0.84,28.0
192,21,50,25.65,0.0,0.83,28.0
192,21,60,25.63,0.0,0.82,28.0
192,22,10,25.59,0.0,0.8,28.0
192,22,20,25.55,0.0,0.78,28.0
192,22,30,25.51,0.0,0.76,28.0
192,22,40,25.47,0.0,0.74,28.0
192,22,50,25.43,0.0,0.72,28.0
192,22,60,25.39,0.0,0.7,28.0
192,23,10,25.36,0.0,0.68,28.0
192,23,20,25.34,0.0,0.67,28.0
192,23,30,25.34,0.0,0.67,28.0
192,23,40,25.34,0.0,0.67,28.0
192,23,50,25.35,0.0,0.67,28.0
192,23,60,25.35,0.0,0.68,28.0
193,0,10,25.35,0.0,0.67,28.0
193,0,20,25.34,0.0,0.67,28.0
193,0,30,25.33,0.0,0.66,28.0
193,0,40,25.31,0.0,0.66,28.0
193,0,50,25.3,0.0,0.65,28.0
193,0,60,25.28,0.0,0.64,28.0
193,1,10,25.26,0.0,0.63,28.0
193,1,25,25.24,0.0,0.62,28.0
193,1,35,25.2,0.0,0.6,28.0
193,1,45,25.17,0.0,0.58,28.0
193,1,55,25.13,0.0,0.57,28.0
193,1,65,25.09,0.0,0.55,28.0
193,2,15,25.06,0.0,0.53,28.0
193,2,20,25.03,0.0,0.51,28.0
193,2,30,25.0,0.0,0.5,28.0
193,2,40,24.98,0.0,0.49,28.0
193,2,50,24.96,0.0,0.48,28.0
193,2,60,24.94,0.0,0.47,28.0
193,3,10,24.92,0.0,0.46,28.0
193,3,20,24.9,0.0,0.45,28.0
193,3,30,24.88,0.0,0.44,28.0
193,3,40,24.86,0.0,0.43,28.0
193,3,50,24.84,0.0,0.42,28.0
193,3,60,24.82,0.0,0.41,28.0
193,4,10,24.82,0.0,0.41,28.0
193,4,20,24.82,0.0,0.41,28.0
193,4,30,24.82,0.0,0.41,28.0
193,4,40,24.82,0.0,0.41,28.0
193,4,50,24.82,0.0,0.41,28.0
193,4,60,24.82,0.0,0.41,28.0
193,5,13,25.23,2276093.5,0.62,28.0
193,5,25,25.57,2115878.54,0.79,28.0
193,5,35,25.7,2073184.84,0.85,28.0
193,5,45,25.78,2044164.66,0.89,28.0
193,5,55,25.82,2025093.07,0.91,28.0
193,5,65,25.86,2009417.4,0.93,28.0
193,6,10,25.93,1931382.34,0.97,28.0
193,6,20,25.71,1943965.69,0.85,28.0
193,6,30,25.7,1953867.0,0.85,28.0
193,6,45,25.65,1972248.89,0.82,28.0
193,6,55,25.63,1992507.91,0.82,28.0
193,6,65,25.63,2012067.47,0.82,28.0
193,7,13,26.07,2492779.29,1.03,25.5
193,7,23,25.51,2948609.37,0.76,25.5
193,7,33,25.5,2903540.06,0.75,25.5
193,7,43,25.5,2950409.67,0.75,25.5
193,7,53,25.5,2990984.05,0.75,25.5
193,7,65,25.5,3029852.16,0.75,25.5
193,8,15,25.5,3027519.27,0.75,26.0
193,8,25,25.96,2861067.41,0.98,26.0
193,8,30,26.0,2930486.64,1.0,26.0
193,8,40,26.0,2945734.06,1.0,26.0
193,8,50,26.0,2963363.99,1.0,26.0
193,8,60,26.0,2980960.09,1.0,26.0
193,9,15,26.0,3054398.81,1.0,25.5
193,9,23,25.52,3290919.87,0.76,25.5
193,9,32,25.5,3297120.32,0.75,25.5
193,9,42,25.5,3355873.01,0.75,25.5
193,9,52,25.5,3413135.55,0.75,25.5
193,9,62,25.5,3466235.22,0.75,25.5
193,10,12,25.5,3481275.98,0.75,26.0
193,10,23,25.98,3314588.49,0.99,26.0
193,10,33,26.0,3412721.85,1.0,26.0
193,10,45,26.0,3426807.54,1.0,26.0
193,10,50,26.0,3438329.03,1.0,26.0
193,10,60,26.0,3447791.27,1.0,26.0
193,11,10,26.0,3260180.11,1.0,25.5
193,11,25,25.54,3389755.48,0.77,25.5
193,11,30,25.5,3324599.16,0.75,25.5
193,11,40,25.5,3314569.22,0.75,25.5
193,11,55,25.5,3311254.94,0.75,25.5
193,11,63,25.5,3315706.96,0.75,25.5
193,12,12,25.5,3520585.19,0.75,26.0
193,12,23,25.99,3391695.32,0.99,26.0
193,12,32,26.0,3521133.95,1.0,26.0
193,12,42,26.0,3554162.52,1.0,26.0
193,12,53,26.0,3582043.95,1.0,26.0
193,12,65,26.0,3607560.47,1.0,26.0
193,13,10,26.0,3639658.38,1.0,25.5
193,13,25,25.54,3819160.87,0.77,25.5
193,13,30,25.5,3804412.25,0.75,25.5
193,13,40,25.5,3833870.29,0.75,25.5
193,13,50,25.5,3868314.41,0.75,25.5
193,13,60,25.5,3905030.97,0.75,25.5
193,14,10,25.5,3941537.72,0.75,26.0
193,14,25,25.96,3809603.26,0.98,26.0
193,14,30,26.0,3919486.23,1.0,26.0
193,14,40,26.0,3941691.62,1.0,26.0
193,14,50,26.0,3951499.13,1.0,26.0
193,14,63,26.0,3954511.76,1.0,26.0
193,15,12,26.0,3905077.07,1.0,25.5
193,15,23,25.51,4016131.03,0.75,25.5
193,15,32,25.5,3897086.79,0.75,25.5
193,15,42,25.5,3866922.39,0.75,25.5
193,15,53,25.5,3856200.27,0.75,25.5
193,15,63,25.5,3848403.38,0.75,25.5
193,16,15,25.5,3360422.16,0.75,26.0
193,16,25,25.96,3158884.71,0.98,26.0
193,16,30,26.0,3235151.62,1.0,26.0
193,16,40,26.0,3213175.03,1.0,26.0
193,16,50,26.0,3190077.49,1.0,26.0
193,16,65,26.0,3167708.13,1.0,26.0
193,17,15,26.0,2982108.6,1.0,25.5
193,17,25,25.54,3083543.79,0.77,25.5
193,17,33,25.5,2973701.86,0.75,25.5
193,17,43,25.5,2931865.4,0.75,25.5
193,17,53,25.5,2896189.25,0.75,25.5
193,17,63,25.5,2856130.3,0.75,25.5
193,18,13,25.5,2814087.55,0.75,26.0
193,18,23,25.92,2621507.14,0.96,26.0
193,18,33,26.0,2651211.72,1.0,26.0
193,18,43,26.0,2622236.08,1.0,26.0
193,18,53,26.0,2593317.08,1.0,26.0
193,18,65,26.0,2561812.79,1.0,26.0
193,19,15,26.0,2504134.17,1.0,28.0
193,19,25,26.2,2392018.8,1.1,28.0
193,19,35,26.31,2359836.22,1.15,28.0
193,19,45,26.34,2344598.74,1.17,28.0
193,19,55,26.35,2332837.67,1.17,28.0
193,19,65,26.35,2322797.36,1.17,28.0
193,20,15,26.34,2313533.81,1.17,28.0
193,20,25,26.33,2304742.14,1.17,28.0
193,20,30,26.32,2295991.19,1.16,28.0
193,20,40,26.32,2287318.47,1.16,28.0
193,20,50,26.31,2278641.85,1.15,28.0
193,20,60,26.3,2269905.2,1.15,28.0
193,21,13,26.08,0.0,1.04,28.0
193,21,25,25.9,0.0,0.95,28.0
193,21,30,25.81,0.0,0.9,28.0
193,21,40,25.77,0.0,0.89,28.0
193,21,50,25.75,0.0,0.87,28.0
193,21,60,25.73,0.0,0.87,28.0
193,22,10,25.71,0.0,0.85,28.0
193,22,20,25.69,0.0,0.85,28.0
193,22,30,25.68,0.0,0.84,28.0
193,22,40,25.67,0.0,0.84,28.0
193,22,50,25.66,0.0,0.83,28.0
193,22,60,25.65,0.0,0.83,28.0
193,23,10,25.62,0.0,0.81,28.0
193,23,20,25.6,0.0,0.8,28.0
193,23,30,25.58,0.0,0.79,28.0
193,23,40,25.55,0.0,0.78,28.0
193,23,50,25.53,0.0,0.77,28.0
193,23,60,25.51,0.0,0.75,28.0
194,0,10,25.48,0.0,0.74,28.0
194,0,20,25.46,0.0,0.73,28.0
194,0,30,25.43,0.0,0.72,28.0
194,0,40,25.41,0.0,0.7,28.0
194,0,50,25.38,0.0,0.69,28.0
194,0,60,25.36,0.0,0.68,28.0
194,1,10,25.33,0.0,0.66,28.0
194,1,20,25.3,0.0,0.65,28.0
194,1,30,25.27,0.0,0.63,28.0
194,1,40,25.24,0.0,0.62,28.0
194,1,50,25.21,0.0,0.6,28.0
194,1,60,25.18,0.0,0.59,28.0
194,2,10,25.15,0.0,0.58,28.0
194,2,20,25.12,0.0,0.56,28.0
194,2,30,25.09,0.0,0.55,28.0
194,2,40,25.06,0.0,0.53,28.0
194,2,50,25.03,0.0,0.52,28.0
194,2,60,25.0,0.0,0.5,28.0
194,3,10,24.98,0.0,0.49,28.0
194,3,20,24.95,0.0,0.48,28.0
194,3,30,24.93,0.0,0.46,28.0
194,3,40,24.91,0.0,0.45,28.0
194,3,50,24.88,0.0,0.44,28.0
194,3,60,24.86,0.0,0.43,28.0
194,4,10,24.85,0.0,0.43,28.0
194,4,20,24.84,0.0,0.42,28.0
194,4,30,24.83,0.0,0.41,28.0
194,4,40,24.81,0.0,0.4,28.0
194,4,50,24.79,0.0,0.4,28.0
194,4,60,24.78,0.0,0.39,28.0
194,5,13,25.2,2241139.72,0.6,28.0
194,5,20,25.6,2083033.72,0.8,28.0
194,5,30,25.69,2067231.72,0.84,28.0
194,5,45,25.8,2039032.18,0.9,28.0
194,5,55,25.87,2044579.76,0.94,28.0
194,5,65,25.92,2059369.12,0.96,28.0
194,6,13,25.71,1974978.39,0.86,28.0
194,6,23,25.61,2019455.18,0.81,28.0
194,6,33,25.6,2059630.22,0.8,28.0
194,6,43,25.62,2091470.78,0.81,28.0
194,6,53,25.65,2125160.7,0.83,28.0
194,6,63,25.69,2155398.21,0.84,28.0
194,7,13,26.14,2598924.41,1.07,25.5
194,7,23,25.51,3065885.67,0.75,25.5
194,7,33,25.5,3011544.59,0.75,25.5
194,7,42,25.5,3076543.86,0.75,25.5
194,7,52,25.5,3139548.21,0.75,25.5
194,7,62,25.5,3198998.34,0.75,25.5
194,8,12,25.5,3247612.07,0.75,26.0
194,8,23,25.97,3143199.49,0.99,26.0
194,8,32,26.0,3264556.7,1.0,26.0
194,8,42,26.0,3308507.27,1.0,26.0
194,8,53,26.0,3347283.91,1.0,26.0
194,8,63,26.0,3382478.94,1.0,26.0
194,9,13,26.0,3407130.71,1.0,25.5
194,9,23,25.52,3567253.7,0.76,25.5
194,9,33,25.5,3536179.43,0.75,25.5
194,9,43,25.5,3553923.97,0.75,25.5
194,9,55,25.5,3575314.88,0.75,25.5
194,9,65,25.5,3597121.49,0.75,25.5
194,10,15,25.5,3616994.54,0.75,26.0
194,10,25,25.96,3483255.57,0.98,26.0
194,10,35,26.0,3572104.27,1.0,26.0
194,10,45,26.0,3596122.32,1.0,26.0
194,10,55,26.0,3617658.54,1.0,26.0
194,10,65,26.0,3643770.5,1.0,26.0
194,11,15,26.0,3513177.54,1.0,25.5
194,11,25,25.54,3675594.26,0.77,25.5
194,11,35,25.5,3659235.64,0.75,25.5
194,11,45,25.5,3681608.42,0.75,25.5
194,11,55,25.5,3707591.46,0.75,25.5
194,11,60,25.5,3735766.56,0.75,25.5
194,12,10,25.5,3896976.64,0.75,26.0
194,12,25,25.96,3745527.08,0.98,26.0
194,12,30,26.0,3811718.98,1.0,26.0
194,12,40,26.0,3814643.71,1.0,26.0
194,12,50,26.0,3813422.02,1.0,26.0
194,12,60,26.0,3809836.53,1.0,26.0
194,13,10,26.0,3811736.78,1.0,25.5
194,13,25,25.54,3947529.39,0.77,25.5
194,13,30,25.5,3909054.62,0.75,25.5
194,13,40,25.5,3905169.5,0.75,25.5
